sentence,English Translation ,Sentiment,Source,Index,index
متتت,I'm dead 😂😂,Neutral,https://www.instagram.com/reel/CixAznTDNVO/?utm_source=ig_web_copy_link,0,0
فديتتهه,I redeemed it,Positive,https://www.instagram.com/reel/CixAznTDNVO/?utm_source=ig_web_copy_link,1,2
بالضبط,exactly,Neutral,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,0,0
"الناس اللي مو فاهمة
في عام 1986 توفي شخص من الولايات المتحدة الامريكية ولايزال متوفي ليومنا هذا","People who don't understand, in 1986 a person from the United States died and he is still dead today.",Negative,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,-1,1
استغفر الله,I ask forgiveness from Allah,Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
هههه,hahahaha,Positive,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_linkk,1,2
عين سمك,fish eye,Negative,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,-1,1
جديده ذي ,New one 😂😂,Positive,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,1,2
و بخصوص الريحة ,And about the smell 😅😷,Negative,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,-1,1
سمك بالصحرا,A fish in the desert,Neutral,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,0,0
حمار يلعب ,playing donkey 🤣,Negative,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,-1,1
بصراحه ما قمت اصدق اي شي بالسوشيال ميديا,Honestly I don’t believe anything on social media,Neutral,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,0,0
حقك وأنا مثلك,your right and I am the same,Positive,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,1,2
موقع پکڑنے والا,chance catcher 😂😂,Neutral,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,0,0
جفاف ,Drought 😮,Neutral,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,0,0
من وين طلع,Where did he come from😱😱😱😱😱😱,Neutral,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,0,0
ليش مركب صوت بحر,Why did you install the sound of sea,Neutral,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,0,0
من الفوتشوب صرنا مانصدق شي,We can't believe anything from Photoshop.,Negative,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,-1,1
كله من بوتين,All of it from Putin,Neutral,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,0,0
نهر السمك,Fish River,Positive,https://www.instagram.com/reel/CkOW73gsFFw/?utm_source=ig_web_copy_link,1,2
خدا حافظ,Khuda hafiz,Positive,,1,2
خو حسابكه هه ر جلى له به ر نيه,"Count yourself, he doesn't wear clothes 😅",Negative,https://www.instagram.com/reel/CklZjxgjp9t/?utm_source=ig_web_copy_link,-1,1
بەم کچیتی خۆمەوە ئاشقی بووم,I fell in love with this girl of mine😂💔,Positive,https://www.instagram.com/reel/CklZjxgjp9t/?utm_source=ig_web_copy_link,1,2
ئەوە چەس ,That's a fuck 😢,Negative,https://www.instagram.com/reel/ClYFoSrj2me/?utm_source=ig_web_copy_link,-1,1
نازدارە,She is a cutie pie,Positive,https://www.instagram.com/reel/ClLwEv2Ds8m/?utm_source=ig_web_copy_link,1,2
کارەساتی جوانی,The tragedy of beauty,Positive,https://www.instagram.com/reel/ClLwEv2Ds8m/?utm_source=ig_web_copy_link,1,2
چقدر نازی تو دختر,How cute are you girl,Positive,https://www.instagram.com/p/CjC-OkeOfXh/?utm_source=ig_web_copy_link,1,2
مهساامینی,Mahsaamini,Neutral,https://www.instagram.com/p/CjC-OkeOfXh/?utm_source=ig_web_copy_link,0,0
لو سیستمه. مصنولیت کر بره. هر. له. فکری. پولی خوت. دای. خو. فروش,Low system. The immunity of the deaf. Every. His. Intellectual. Your own money. Mother. But. Selling,Neutral,https://www.instagram.com/p/CjC-OkeOfXh/?utm_source=ig_web_copy_link,0,0
داوه شی یاخدا عمرت نمینی وات خو سوک کردو او کامنتان بخوینه,"If you die, you won't live a long life. You humiliated yourself and read the comments.",Neutral,https://www.instagram.com/p/CjC-OkeOfXh/?utm_source=ig_web_copy_link,0,0
سلاۆ عزیزم,Hello my dear,Positive,https://www.instagram.com/p/CjC-OkeOfXh/?utm_source=ig_web_copy_link,1,2
سلاۆ عشق من,Hello my love,Positive,https://www.instagram.com/p/CjC-OkeOfXh/?utm_source=ig_web_copy_link,1,2
باشه بو هیچ تان نگوت بو مهسا؟,"Okay, why did you say anything to the masses?",Neutral,https://www.instagram.com/p/CjC-OkeOfXh/?utm_source=ig_web_copy_link,0,0
گدا گشنه بی اصالت,A hungry beggar with no originality,Neutral,https://www.instagram.com/p/CjC-OkeOfXh/?utm_source=ig_web_copy_link,0,0
توخوا ادمینیش چ دلی خوشه اوه هه روا جوانه کانمان اکوژن,"For the sake of God, the admin is happy, they kill our beautiful ones.",Negative,https://www.instagram.com/tv/Ckfc23PAz5c/?utm_source=ig_web_copy_link,-1,1
شای دایکته,You are the king of your mother,Positive,https://www.instagram.com/tv/Ckfc23PAz5c/?utm_source=ig_web_copy_link,1,2
تقدیمش کن به خونواده های داغدار ایرانی ,Dedicate it to the grieving families of Iran 😢😢😢,Neutral,https://www.instagram.com/tv/Ckfc23PAz5c/?utm_source=ig_web_copy_link,0,0
دایکت شو ده کا؟,Will your mother marry?,Negative,https://www.instagram.com/tv/Ckfc23PAz5c/?utm_source=ig_web_copy_link,-1,1
فالوشه,follow her,Positive,https://www.instagram.com/tv/Ckfc23PAz5c/?utm_source=ig_web_copy_link,1,2
عالی ,Great 👏,Positive,https://www.instagram.com/p/Ck2dHBzIwl8/?utm_source=ig_web_copy_link,1,2
به به عجب صدایی داره,Wow what a voice she makes 🔥🔥🔥👏😍😍,Positive,https://www.instagram.com/p/Ck2dHBzIwl8/?utm_source=ig_web_copy_link,1,2
دختره خوشگله ,She is beautiful 😍,Positive,https://www.instagram.com/p/Ck2dHBzIwl8/?utm_source=ig_web_copy_link,1,2
آنفالوووووو,Unfollow,Negative,https://www.instagram.com/p/Ck2dHBzIwl8/?utm_source=ig_web_copy_link,-1,1
به ریزم سلاوی خوات لی بیت,"My respected, peace be upon you",Neutral,https://www.instagram.com/p/Ck2dHBzIwl8/?utm_source=ig_web_copy_link,0,0
بژی ,Live it up 🔥👏,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
سپاس دکم,Thank you,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
تک,Up to ❤️❤️❤️ ❤️,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
خاص,Special❤️❤️❤️,"Positive
",https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
کارت عالیه,You are doing an amazing job ❤️,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
بژی کار جوانکم ,Well done my beautiful work ❤️❤️,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
قوربانت جرگم,I love you my dear.,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
خدانکا دلکم,Thank God my heart,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
دستت طلا ,Your hand is gold 😍😍,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
دست خوش,Well done,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
زور جوان,Very beautiful.,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
عالی ,Perfect,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
بژی,Live it up to you!,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
دست خوش کارجوان,Good job young man 👏,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
دست خوش گولکم,Well done my dear,Positive,https://www.instagram.com/tv/Chg5BSHoTcU/?utm_source=ig_web_copy_link,1,2
قیمت؟,price?,Neutral,https://www.instagram.com/p/CkSv3wLNtfV/?utm_source=ig_web_copy_link,0,0
خیلی کار خفنیه,very sad,Neutral,https://www.instagram.com/p/CkSv3wLNtfV/?utm_source=ig_web_copy_link,0,0
امه زوربتامه,This is so yummy,Positive,https://www.instagram.com/p/ChIH4AvoJcZ/?utm_source=ig_web_copy_link,1,2
خیلی گلی ،,You are so cute 😘😘♥️♥️♥️,Positive,https://www.instagram.com/p/ChIH4AvoJcZ/?utm_source=ig_web_copy_link,1,2
فره ناشیرینه,the culture is ugly,Negative,https://www.instagram.com/p/ChIH4AvoJcZ/?utm_source=ig_web_copy_link,-1,1
سلام مشکی بیشتربهتون میاد,Hello blacks looks better one you,Positive,https://www.instagram.com/p/ChIH4AvoJcZ/?utm_source=ig_web_copy_link,1,2
هه‌ر بژیت,may you live long,Positive,https://www.instagram.com/p/ChIH4AvoJcZ/?utm_source=ig_web_copy_link,1,2
بهترین ,The best 😍,Positive,https://www.instagram.com/p/ChIH4AvoJcZ/?utm_source=ig_web_copy_link,1,2
تراه كاعد يشجعة,You see him as a cheerleader😂🥺,Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
يعمري كيف مبسوط ,"Oh my God, how happy I am 🥺😭😭😭",Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
ليش,Why is this?,Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
ما فهمت ايش قصدك يعني,I didn't get what you mean,Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
الي تسحب المصور,Who pulls the cameraman,Negative,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,-1,1
يمكن,can ✨🌝,Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
بالعكس كل العرب منتبهه له,"On the contrary, all Arabs are paying attention to him.",Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
هاذا رجال ولا ؟,Are these men or not?,Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
ترا واضح لا تسوي نفسك غىٍي,"You see clearly, don't compare yourself to anyone",Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
میں بیوقوف ہوں اور اسے اکیلے دیکھا,I'm stupid and saw it alone,Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
ترا هو يدري بس يسوي نفسه غىٍي,"You see, he knows, but he is just making himself angry.",Negative,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,-1,1
وفهد شبيهم ميصورو ,And a leopard like them is not pictured 🥺,Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
يحظه بالقطريين و يا حظهم فيه,How lucky are the Qatari people?,Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
مرتاح هنا اكثر من بلاده,More comfortable here than in his own country,Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
اللي تسحب المصور ,The one who pulls the photographer 😭😭😭😭,Negative,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,-1,1
مُب تسحبه تمسكه عشان مايطيح ,"Don't pull it, hold it so that it doesn't fall 😭",Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
زوجي يعالم زوجي ,My husband is treating my husband 😭😭😭💔,Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
حياتي كيف مبسوووط هوف,My life how happy,Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
روحه رياضيه,His spirit is a sportsman 😂,Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
فهدد هههه,Threatened lol,Negative,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,-1,1
شكرا لج حبي,Thank you my love,Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
ياحياتي دايما حلو,My life is always sweet 🔥🔥🔥🎉🎉🎉,Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
حبيبي هو فرحان,My bae is hilarious,Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
يا روووحي يا عمررييييي,"Oh my soul, my life",Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
قلبي فخوره بيه ,My heart is so proud of him,Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
فخورين,Proud,Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
ابكييي.,I am crying.,Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
ضاع الولد,The boy is lost 😭,Negative,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,-1,1
يجنن ,He's going crazy ,Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
ياحظ قطر فيك ,Qatar is lucky in you 🥺,Positive,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,1,2
الله يقرضهم من الوجود,GOD LEND THEM OUT OF EXISTENCE,Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
تراها كاميرات بانقتان ,Two cameras see it 🙄,Neutral,https://www.instagram.com/reel/ClMVPIFD_Np/?utm_source=ig_web_copy_link,0,0
هو اختصاصهم الازعاج ,It's their specialty to annoy 😂,Neutral,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,0,0
شنو رئيكم اخبث ,What do you think? 😂,Positive,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,1,2
مافهمت,what did you understand,Positive,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,1,2
صدق,believe it ,Positive,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,1,2
لهيك الاطفال مزعجين,That's why kids are annoying 👏,Negative,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,-1,1
صح ,true ,Positive,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,1,2
مو كل الأطفال نفس الترباية,Not all children are raised the same,Neutral,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,0,0
لعبتهم هاي ,Their game is high ,Neutral,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,0,0
صح لسانك,correct your tongue,Negative,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,-1,1
اتفقققققق,Agreed,Positive,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,1,2
الكل أعجب بس عشان صورتك ,Everyone liked your photo,Positive,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,1,2
الطفلة اختصاص,The baby girl is a specialist,Positive,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,1,2
ماكو صوت مثل صوت الطفل,There is no sound like a child's voice,Neutral,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,0,0
لانه صوت الصغار يخرق حتى طبله الاذن,Because the voice of the little ones breaks even the ear drums,Negative,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,-1,1
صحيح ، ابني مرة صرخ في ودني ولله احساس بوجع ساعة,"True, my son once screamed in my body and God has a painful feeling for an hour",Negative,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,-1,1
طبعا اذا مش انتوا اللي تجيبونها مين يجيبها,"Of course, if you don't bring it, who will ",Neutral,https://www.instagram.com/reel/CkDmoxIjo3E/?utm_source=ig_web_copy_link,0,0
